# Biosample	Assay
CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq H3K9me2
CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq RCOR1
CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq ZBTB33
stomach smooth muscle male adult (59 years)	ChIP-seq CTCF
stomach smooth muscle male adult (59 years)	ChIP-seq H2BK12ac
stomach smooth muscle male adult (59 years)	ChIP-seq H3K79me2
stomach smooth muscle male adult (59 years)	ChIP-seq POLR2AphosphoS5
stomach smooth muscle male adult (59 years)	ChIP-seq USF2
tibial artery female adult (53 years)	ChIP-seq CEBPB
tibial artery female adult (53 years)	ChIP-seq H2AK5ac
tibial artery female adult (53 years)	ChIP-seq H3K4me3
tibial artery female adult (53 years)	ChIP-seq NRF1
tibial artery female adult (53 years)	ChIP-seq TCF12
skeletal muscle myoblast	ChIP-seq ATF3
skeletal muscle myoblast	ChIP-seq GTF2F1
skeletal muscle myoblast	ChIP-seq H3K4me1
skeletal muscle myoblast	ChIP-seq MAX
skeletal muscle myoblast	ChIP-seq TARDBP
duodenal mucosa male adult (76 years)	ATAC-seq
duodenal mucosa male adult (76 years)	ChIP-seq FOXK2
duodenal mucosa male adult (76 years)	ChIP-seq H3K36me3
duodenal mucosa male adult (76 years)	ChIP-seq KDM1A
duodenal mucosa male adult (76 years)	ChIP-seq SUZ12
duodenal mucosa male adult (76 years)	small RNA-seq
subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	ChIP-seq EZH2phosphoT487
subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	ChIP-seq H3K27ac
subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	ChIP-seq HDAC2
subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	ChIP-seq SMC3
subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	polyA RNA-seq
iPS-20b male adult (55 years)	ChIP-seq ETS1
iPS-20b male adult (55 years)	ChIP-seq H3K18ac
iPS-20b male adult (55 years)	ChIP-seq H4K8ac
iPS-20b male adult (55 years)	ChIP-seq RXRA
iPS-20b male adult (55 years)	RAMPAGE
rectal smooth muscle tissue female adult (50 years)	ChIP-seq ELK1
rectal smooth muscle tissue female adult (50 years)	ChIP-seq H3F3A
rectal smooth muscle tissue female adult (50 years)	ChIP-seq H3K9me3
rectal smooth muscle tissue female adult (50 years)	ChIP-seq REST
rectal smooth muscle tissue female adult (50 years)	ChIP-seq ZFP36
duodenal mucosa male adult (59 years)	ChIP-seq EGR1
duodenal mucosa male adult (59 years)	ChIP-seq H2BK15ac
duodenal mucosa male adult (59 years)	ChIP-seq H3K9ac
duodenal mucosa male adult (59 years)	ChIP-seq RAD21
duodenal mucosa male adult (59 years)	ChIP-seq YY1
temporal lobe male adult (81 year)	ChIP-seq CHD2
temporal lobe male adult (81 year)	ChIP-seq H2BK120ac
temporal lobe male adult (81 year)	ChIP-seq H3K79me1
temporal lobe male adult (81 year)	ChIP-seq POLR2A
temporal lobe male adult (81 year)	ChIP-seq USF1
luminal epithelial cell of mammary gland female adult (33 years)	ChIP-seq BHLHE40
luminal epithelial cell of mammary gland female adult (33 years)	ChIP-seq H2AFZ
luminal epithelial cell of mammary gland female adult (33 years)	ChIP-seq H3K4me2
luminal epithelial cell of mammary gland female adult (33 years)	ChIP-seq MAZ
luminal epithelial cell of mammary gland female adult (33 years)	ChIP-seq TBP
omental fat pad female adult (53 years)	CAGE
omental fat pad female adult (53 years)	ChIP-seq GABPA
omental fat pad female adult (53 years)	ChIP-seq H3K4ac
omental fat pad female adult (53 years)	ChIP-seq MAFK
omental fat pad female adult (53 years)	ChIP-seq TAF1
omental fat pad female adult (53 years)	total RNA-seq
Parathyroid adenoma male adult (65 years)	ChIP-seq FOXA1
Parathyroid adenoma male adult (65 years)	ChIP-seq H3K27me3
Parathyroid adenoma male adult (65 years)	ChIP-seq JUND
Parathyroid adenoma male adult (65 years)	ChIP-seq SP1
Parathyroid adenoma male adult (65 years)	polyA depleted RNA-seq
adrenal gland male embryo (97 days)	ChIP-seq EZH2
adrenal gland male embryo (97 days)	ChIP-seq H3K23ac
adrenal gland male embryo (97 days)	ChIP-seq H4K91ac
adrenal gland male embryo (97 days)	ChIP-seq SIN3A
adrenal gland male embryo (97 days)	microRNA-seq
